,full_name,first_name,last_name,party,state,url,year,next_senate_year,reelection_year
174,Bob_Casey,Bob,Casey,D,PA,http://www.ontheissues.org/Senate/Bob_Casey.htm,2014,2016,2020
175,Pat_Toomey,Pat,Toomey,R,PA,http://www.ontheissues.org/Senate/Pat_Toomey.htm,2014,2016,2020
176,Jack_Reed,Jack,Reed,D,RI,http://www.ontheissues.org/Senate/Jack_Reed.htm,2014,2016,2020
177,Sheldon_Whitehouse,Sheldon,Whitehouse,D,RI,http://www.ontheissues.org/Senate/Sheldon_Whitehouse.htm,2014,2016,2020
178,Lindsey_Graham,Lindsey,Graham,R,SC,http://www.ontheissues.org/Senate/Lindsey_Graham.htm,2014,2016,2020
179,Tim_Scott,Tim,Scott,R,SC,http://www.ontheissues.org/Senate/Tim_Scott.htm,2014,2016,2020
180,John_Thune,John,Thune,R,SD,http://www.ontheissues.org/Senate/John_Thune.htm,2014,2016,2020
181,Mike_Rounds,Mike,Rounds,D,SD,http://www.ontheissues.org/Senate/Mike_Rounds.htm,2014,2016,2020
182,Lamar_Alexander,Lamar,Alexander,R,TN,http://www.ontheissues.org/Senate/Lamar_Alexander.htm,2014,2016,2020
183,Bob_Corker,Bob,Corker,R,TN,http://www.ontheissues.org/Senate/Bob_Corker.htm,2014,2016,2020
184,John_Cornyn,John,Cornyn,R,TX,http://www.ontheissues.org/Senate/John_Cornyn.htm,2014,2016,2020
185,Ted_Cruz,Ted,Cruz,R,TX,http://www.ontheissues.org/Senate/Ted_Cruz.htm,2014,2016,2020
186,Orrin_Hatch,Orrin,Hatch,R,UT,http://www.ontheissues.org/Senate/Orrin_Hatch.htm,2014,2016,2020
187,Mike_Lee,Mike,Lee,R,UT,http://www.ontheissues.org/Senate/Mike_Lee.htm,2014,2016,2020
188,Patrick_Leahy,Patrick,Leahy,D,VT,http://www.ontheissues.org/Senate/Patrick_Leahy.htm,2014,2016,2020
189,Bernie_Sanders,Bernie,Sanders,I,VT,http://www.ontheissues.org/Senate/Bernie_Sanders.htm,2014,2016,2020
190,Mark_Warner,Mark,Warner,D,VA,http://www.ontheissues.org/Senate/Mark_Warner.htm,2014,2016,2020
191,Tim_Kaine,Tim,Kaine,D,VA,http://www.ontheissues.org/Senate/Tim_Kaine.htm,2014,2016,2020
192,Patty_Murray,Patty,Murray,D,WA,http://www.ontheissues.org/Senate/Patty_Murray.htm,2014,2016,2020
193,Maria_Cantwell,Maria,Cantwell,D,WA,http://www.ontheissues.org/Senate/Maria_Cantwell.htm,2014,2016,2020
194,Joe_Manchin_III,Joe,Manchin,D,WV,http://www.ontheissues.org/Senate/Joe_Manchin_III.htm,2014,2016,2020
195,Shelley_Moore_Capito,Shelley,Moore Capito,R,WV,http://www.ontheissues.org/Senate/Shelley_Moore_Capito.htm,2014,2016,2020
196,Ron_Johnson,Ron,Johnson,O,WI,http://www.ontheissues.org/Senate/Ron_Johnson.htm,2014,2016,2020
197,Tammy_Baldwin,Tammy,Baldwin,D,WI,http://www.ontheissues.org/Senate/Tammy_Baldwin.htm,2014,2016,2020
198,Michael_Enzi,Michael,Enzi,R,WY,http://www.ontheissues.org/Senate/Michael_Enzi.htm,2014,2016,2020
199,John_Barrasso,John,Barrasso,R,WY,http://www.ontheissues.org/Senate/John_Barrasso.htm,2014,2016,2020
200,Richard_Shelby,Richard,Shelby,R,AL,http://www.ontheissues.org/Senate/Richard_Shelby.htm,2012,2014,2018
201,Jeff_Sessions,Jeff,Sessions,R,AL,http://www.ontheissues.org/Senate/Jeff_Sessions.htm,2012,2014,2018
202,Lisa_Murkowski,Lisa,Murkowski,I,AK,http://www.ontheissues.org/Senate/Lisa_Murkowski.htm,2012,2014,2018
203,Mark_Begich,Mark,Begich,D,AK,http://www.ontheissues.org/Senate/Mark_Begich.htm,2012,2014,2018
204,John_McCain,John,McCain,R,AZ,http://www.ontheissues.org/Senate/John_McCain.htm,2012,2014,2018
205,Jeff_Flake,Jeff,Flake,R,AZ,http://www.ontheissues.org/Senate/Jeff_Flake.htm,2012,2014,2018
206,Mark_Pryor,Mark,Pryor,D,AR,http://www.ontheissues.org/Senate/Mark_Pryor.htm,2012,2014,2018
207,John_Boozman,John,Boozman,R,AR,http://www.ontheissues.org/Senate/John_Boozman.htm,2012,2014,2018
208,Dianne_Feinstein,Dianne,Feinstein,D,CA,http://www.ontheissues.org/Senate/Dianne_Feinstein.htm,2012,2014,2018
209,Barbara_Boxer,Barbara,Boxer,D,CA,http://www.ontheissues.org/Senate/Barbara_Boxer.htm,2012,2014,2018
210,Mark_Udall,Mark,Udall,D,CO,http://www.ontheissues.org/Senate/Mark_Udall.htm,2012,2014,2018
211,Michael_Bennet,Michael,Bennet,D,CO,http://www.ontheissues.org/Senate/Michael_Bennet.htm,2012,2014,2018
212,Richard_Blumenthal,Richard,Blumenthal,D,CT,http://www.ontheissues.org/Senate/Richard_Blumenthal.htm,2012,2014,2018
213,Chris_Murphy,Chris,Murphy,D,CT,http://www.ontheissues.org/Senate/Chris_Murphy.htm,2012,2014,2018
214,Tom_Carper,Tom,Carper,D,DE,http://www.ontheissues.org/Senate/Tom_Carper.htm,2012,2014,2018
215,Chris_Coons,Chris,Coons,D,DE,http://www.ontheissues.org/Senate/Chris_Coons.htm,2012,2014,2018
216,Bill_Nelson,Bill,Nelson,D,FL,http://www.ontheissues.org/Senate/Bill_Nelson.htm,2012,2014,2018
217,Marco_Rubio,Marco,Rubio,R,FL,http://www.ontheissues.org/Senate/Marco_Rubio.htm,2012,2014,2018
218,Saxby_Chambliss,Saxby,Chambliss,R,GA,http://www.ontheissues.org/Senate/Saxby_Chambliss.htm,2012,2014,2018
219,Johnny_Isakson,Johnny,Isakson,R,GA,http://www.ontheissues.org/Senate/Johnny_Isakson.htm,2012,2014,2018
220,Daniel_Inouye,Daniel,Inouye,D,HI,http://www.ontheissues.org/Senate/Daniel_Inouye.htm,2012,2014,2018
221,Mazie_Hirono,Mazie,Hirono,D,HI,http://www.ontheissues.org/Senate/Mazie_Hirono.htm,2012,2014,2018
222,Michael_Crapo,Michael,Crapo,R,ID,http://www.ontheissues.org/Senate/Michael_Crapo.htm,2012,2014,2018
223,Jim_Risch,Jim,Risch,R,ID,http://www.ontheissues.org/Senate/Jim_Risch.htm,2012,2014,2018
224,Richard_Durbin,Richard,Durbin,D,IL,http://www.ontheissues.org/Senate/Richard_Durbin.htm,2012,2014,2018
225,Mark_Kirk,Mark,Kirk,R,IL,http://www.ontheissues.org/Senate/Mark_Kirk.htm,2012,2014,2018
226,Daniel_Coats,Daniel,Coats,R,IN,http://www.ontheissues.org/Senate/Daniel_Coats.htm,2012,2014,2018
227,Joe_Donnelly,Joe,Donnelly,D,IN,http://www.ontheissues.org/Senate/Joe_Donnelly.htm,2012,2014,2018
228,Chuck_Grassley,Chuck,Grassley,R,IA,http://www.ontheissues.org/Senate/Chuck_Grassley.htm,2012,2014,2018
229,Tom_Harkin,Tom,Harkin,D,IA,http://www.ontheissues.org/Senate/Tom_Harkin.htm,2012,2014,2018
230,Pat_Roberts,Pat,Roberts,R,KS,http://www.ontheissues.org/Senate/Pat_Roberts.htm,2012,2014,2018
231,Jerry_Moran,Jerry,Moran,R,KS,http://www.ontheissues.org/Senate/Jerry_Moran.htm,2012,2014,2018
232,Mitch_McConnell,Mitch,McConnell,R,KY,http://www.ontheissues.org/Senate/Mitch_McConnell.htm,2012,2014,2018
233,Rand_Paul,Rand,Paul,R,KY,http://www.ontheissues.org/Senate/Rand_Paul.htm,2012,2014,2018
234,Mary_Landrieu,Mary,Landrieu,D,LA,http://www.ontheissues.org/Senate/Mary_Landrieu.htm,2012,2014,2018
235,David_Vitter,David,Vitter,R,LA,http://www.ontheissues.org/Senate/David_Vitter.htm,2012,2014,2018
236,Susan_Collins,Susan,Collins,R,ME,http://www.ontheissues.org/Senate/Susan_Collins.htm,2012,2014,2018
237,Angus_King,Angus,King,I,ME,http://www.ontheissues.org/Senate/Angus_King.htm,2012,2014,2018
238,Barbara_Mikulski,Barbara,Mikulski,D,MD,http://www.ontheissues.org/Senate/Barbara_Mikulski.htm,2012,2014,2018
239,Ben_Cardin,Ben,Cardin,D,MD,http://www.ontheissues.org/Senate/Ben_Cardin.htm,2012,2014,2018
240,John_Kerry,John,Kerry,D,MA,http://www.ontheissues.org/Senate/John_Kerry.htm,2012,2014,2018
241,Elizabeth_Warren,Elizabeth,Warren,D,MA,http://www.ontheissues.org/Senate/Elizabeth_Warren.htm,2012,2014,2018
242,Carl_Levin,Carl,Levin,D,MI,http://www.ontheissues.org/Senate/Carl_Levin.htm,2012,2014,2018
243,Debbie_Stabenow,Debbie,Stabenow,D,MI,http://www.ontheissues.org/Senate/Debbie_Stabenow.htm,2012,2014,2018
244,Amy_Klobuchar,Amy,Klobuchar,D,MN,http://www.ontheissues.org/Senate/Amy_Klobuchar.htm,2012,2014,2018
245,Al_Franken,Al,Franken,R,MN,http://www.ontheissues.org/Senate/Al_Franken.htm,2012,2014,2018
246,Thad_Cochran,Thad,Cochran,R,MS,http://www.ontheissues.org/Senate/Thad_Cochran.htm,2012,2014,2018
247,Roger_Wicker,Roger,Wicker,R,MS,http://www.ontheissues.org/Senate/Roger_Wicker.htm,2012,2014,2018
248,Claire_McCaskill,Claire,McCaskill,D,MO,http://www.ontheissues.org/Senate/Claire_McCaskill.htm,2012,2014,2018
249,Roy_Blunt,Roy,Blunt,R,MO,http://www.ontheissues.org/Senate/Roy_Blunt.htm,2012,2014,2018
250,Max_Baucus,Max,Baucus,D,MT,http://www.ontheissues.org/Senate/Max_Baucus.htm,2012,2014,2018
251,Jon_Tester,Jon,Tester,D,MT,http://www.ontheissues.org/Senate/Jon_Tester.htm,2012,2014,2018
252,Mike_Johanns,Mike,Johanns,R,NE,http://www.ontheissues.org/Senate/Mike_Johanns.htm,2012,2014,2018
253,Deb_Fischer,Deb,Fischer,R,NE,http://www.ontheissues.org/Senate/Deb_Fischer.htm,2012,2014,2018
254,Harry_Reid,Harry,Reid,D,NV,http://www.ontheissues.org/Senate/Harry_Reid.htm,2012,2014,2018
255,Dean_Heller,Dean,Heller,R,NV,http://www.ontheissues.org/Senate/Dean_Heller.htm,2012,2014,2018
256,Jeanne_Shaheen,Jeanne,Shaheen,D,NH,http://www.ontheissues.org/Senate/Jeanne_Shaheen.htm,2012,2014,2018
257,Kelly_Ayotte,Kelly,Ayotte,R,NH,http://www.ontheissues.org/Senate/Kelly_Ayotte.htm,2012,2014,2018
258,Frank_Lautenberg,Frank,Lautenberg,D,NJ,http://www.ontheissues.org/Senate/Frank_Lautenberg.htm,2012,2014,2018
259,Bob_Menendez,Bob,Menendez,D,NJ,http://www.ontheissues.org/Senate/Bob_Menendez.htm,2012,2014,2018
260,Tom_Udall,Tom,Udall,D,NM,http://www.ontheissues.org/Senate/Tom_Udall.htm,2012,2014,2018
261,Martin_Heinrich,Martin,Heinrich,R,NM,http://www.ontheissues.org/Senate/Martin_Heinrich.htm,2012,2014,2018
262,Charles_Schumer,Charles,Schumer,D,NY,http://www.ontheissues.org/Senate/Charles_Schumer.htm,2012,2014,2018
263,Kirsten_Gillibrand,Kirsten,Gillibrand,D,NY,http://www.ontheissues.org/Senate/Kirsten_Gillibrand.htm,2012,2014,2018
264,Richard_Burr,Richard,Burr,R,NC,http://www.ontheissues.org/Senate/Richard_Burr.htm,2012,2014,2018
265,Kay_Hagan,Kay,Hagan,D,NC,http://www.ontheissues.org/Senate/Kay_Hagan.htm,2012,2014,2018
266,John_Hoeven,John,Hoeven,R,ND,http://www.ontheissues.org/Senate/John_Hoeven.htm,2012,2014,2018
267,Heidi_Heitkamp,Heidi,Heitkamp,D,ND,http://www.ontheissues.org/Senate/Heidi_Heitkamp.htm,2012,2014,2018
268,Sherrod_Brown,Sherrod,Brown,D,OH,http://www.ontheissues.org/Senate/Sherrod_Brown.htm,2012,2014,2018
269,Rob_Portman,Rob,Portman,R,OH,http://www.ontheissues.org/Senate/Rob_Portman.htm,2012,2014,2018
270,James_Inhofe,James,Inhofe,R,OK,http://www.ontheissues.org/Senate/James_Inhofe.htm,2012,2014,2018
271,Tom_Coburn,Tom,Coburn,R,OK,http://www.ontheissues.org/Senate/Tom_Coburn.htm,2012,2014,2018
272,Ron_Wyden,Ron,Wyden,D,OR,http://www.ontheissues.org/Senate/Ron_Wyden.htm,2012,2014,2018
273,Jeff_Merkley,Jeff,Merkley,D,OR,http://www.ontheissues.org/Senate/Jeff_Merkley.htm,2012,2014,2018
274,Bob_Casey,Bob,Casey,D,PA,http://www.ontheissues.org/Senate/Bob_Casey.htm,2012,2014,2018
275,Pat_Toomey,Pat,Toomey,R,PA,http://www.ontheissues.org/Senate/Pat_Toomey.htm,2012,2014,2018
276,Jack_Reed,Jack,Reed,D,RI,http://www.ontheissues.org/Senate/Jack_Reed.htm,2012,2014,2018
277,Sheldon_Whitehouse,Sheldon,Whitehouse,D,RI,http://www.ontheissues.org/Senate/Sheldon_Whitehouse.htm,2012,2014,2018
278,Lindsey_Graham,Lindsey,Graham,R,SC,http://www.ontheissues.org/Senate/Lindsey_Graham.htm,2012,2014,2018
279,Jim_DeMint,Jim,DeMint,R,SC,http://www.ontheissues.org/Senate/Jim_DeMint.htm,2012,2014,2018
280,Tim_Johnson,Tim,Johnson,D,SD,http://www.ontheissues.org/Senate/Tim_Johnson.htm,2012,2014,2018
281,John_Thune,John,Thune,R,SD,http://www.ontheissues.org/Senate/John_Thune.htm,2012,2014,2018
282,Lamar_Alexander,Lamar,Alexander,R,TN,http://www.ontheissues.org/Senate/Lamar_Alexander.htm,2012,2014,2018
283,Bob_Corker,Bob,Corker,R,TN,http://www.ontheissues.org/Senate/Bob_Corker.htm,2012,2014,2018
284,John_Cornyn,John,Cornyn,R,TX,http://www.ontheissues.org/Senate/John_Cornyn.htm,2012,2014,2018
285,Ted_Cruz,Ted,Cruz,R,TX,http://www.ontheissues.org/Senate/Ted_Cruz.htm,2012,2014,2018
286,Orrin_Hatch,Orrin,Hatch,R,UT,http://www.ontheissues.org/Senate/Orrin_Hatch.htm,2012,2014,2018
287,Mike_Lee,Mike,Lee,R,UT,http://www.ontheissues.org/Senate/Mike_Lee.htm,2012,2014,2018
288,Patrick_Leahy,Patrick,Leahy,D,VT,http://www.ontheissues.org/Senate/Patrick_Leahy.htm,2012,2014,2018
289,Bernie_Sanders,Bernie,Sanders,I,VT,http://www.ontheissues.org/Senate/Bernie_Sanders.htm,2012,2014,2018
290,Mark_Warner,Mark,Warner,D,VA,http://www.ontheissues.org/Senate/Mark_Warner.htm,2012,2014,2018
291,Tim_Kaine,Tim,Kaine,D,VA,http://www.ontheissues.org/Senate/Tim_Kaine.htm,2012,2014,2018
292,Patty_Murray,Patty,Murray,D,WA,http://www.ontheissues.org/Senate/Patty_Murray.htm,2012,2014,2018
293,Maria_Cantwell,Maria,Cantwell,D,WA,http://www.ontheissues.org/Senate/Maria_Cantwell.htm,2012,2014,2018
294,Jay_Rockefeller,Jay,Rockefeller,D,WV,http://www.ontheissues.org/Senate/Jay_Rockefeller.htm,2012,2014,2018
295,Joe_Manchin_III,Joe,Manchin,D,WV,http://www.ontheissues.org/Senate/Joe_Manchin_III.htm,2012,2014,2018
296,Ron_Johnson,Ron,Johnson,O,WI,http://www.ontheissues.org/Senate/Ron_Johnson.htm,2012,2014,2018
297,Tammy_Baldwin,Tammy,Baldwin,D,WI,http://www.ontheissues.org/Senate/Tammy_Baldwin.htm,2012,2014,2018
298,Michael_Enzi,Michael,Enzi,R,WY,http://www.ontheissues.org/Senate/Michael_Enzi.htm,2012,2014,2018
299,John_Barrasso,John,Barrasso,R,WY,http://www.ontheissues.org/Senate/John_Barrasso.htm,2012,2014,2018
300,Richard_Shelby,Richard,Shelby,R,AL,http://www.ontheissues.org/Senate/Richard_Shelby.htm,2010,2012,2016
301,Jeff_Sessions,Jeff,Sessions,R,AL,http://www.ontheissues.org/Senate/Jeff_Sessions.htm,2010,2012,2016
302,Lisa_Murkowski,Lisa,Murkowski,I,AK,http://www.ontheissues.org/Senate/Lisa_Murkowski.htm,2010,2012,2016
303,Mark_Begich,Mark,Begich,D,AK,http://www.ontheissues.org/Senate/Mark_Begich.htm,2010,2012,2016
304,John_McCain,John,McCain,R,AZ,http://www.ontheissues.org/Senate/John_McCain.htm,2010,2012,2016
305,Jon_Kyl,Jon,Kyl,R,AZ,http://www.ontheissues.org/Senate/Jon_Kyl.htm,2010,2012,2016
306,Mark_Pryor,Mark,Pryor,D,AR,http://www.ontheissues.org/Senate/Mark_Pryor.htm,2010,2012,2016
307,John_Boozman,John,Boozman,R,AR,http://www.ontheissues.org/Senate/John_Boozman.htm,2010,2012,2016
308,Dianne_Feinstein,Dianne,Feinstein,D,CA,http://www.ontheissues.org/Senate/Dianne_Feinstein.htm,2010,2012,2016
309,Barbara_Boxer,Barbara,Boxer,D,CA,http://www.ontheissues.org/Senate/Barbara_Boxer.htm,2010,2012,2016
310,Mark_Udall,Mark,Udall,D,CO,http://www.ontheissues.org/Senate/Mark_Udall.htm,2010,2012,2016
311,Michael_Bennet,Michael,Bennet,D,CO,http://www.ontheissues.org/Senate/Michael_Bennet.htm,2010,2012,2016
312,Joseph_Lieberman,Joseph,Lieberman,I,CT,http://www.ontheissues.org/Senate/Joseph_Lieberman.htm,2010,2012,2016
313,Richard_Blumenthal,Richard,Blumenthal,D,CT,http://www.ontheissues.org/Senate/Richard_Blumenthal.htm,2010,2012,2016
314,Tom_Carper,Tom,Carper,D,DE,http://www.ontheissues.org/Senate/Tom_Carper.htm,2010,2012,2016
315,Michael_Castle,Michael,Castle,D,DE,http://www.ontheissues.org/Senate/Michael_Castle.htm,2010,2012,2016
316,Bill_Nelson,Bill,Nelson,D,FL,http://www.ontheissues.org/Senate/Bill_Nelson.htm,2010,2012,2016
317,Marco_Rubio,Marco,Rubio,R,FL,http://www.ontheissues.org/Senate/Marco_Rubio.htm,2010,2012,2016
318,Saxby_Chambliss,Saxby,Chambliss,R,GA,http://www.ontheissues.org/Senate/Saxby_Chambliss.htm,2010,2012,2016
319,Johnny_Isakson,Johnny,Isakson,R,GA,http://www.ontheissues.org/Senate/Johnny_Isakson.htm,2010,2012,2016
320,Daniel_Inouye,Daniel,Inouye,D,HI,http://www.ontheissues.org/Senate/Daniel_Inouye.htm,2010,2012,2016
321,Daniel_Akaka,Daniel,Akaka,D,HI,http://www.ontheissues.org/Senate/Daniel_Akaka.htm,2010,2012,2016
322,Michael_Crapo,Michael,Crapo,R,ID,http://www.ontheissues.org/Senate/Michael_Crapo.htm,2010,2012,2016
323,Jim_Risch,Jim,Risch,R,ID,http://www.ontheissues.org/Senate/Jim_Risch.htm,2010,2012,2016
324,Richard_Durbin,Richard,Durbin,D,IL,http://www.ontheissues.org/Senate/Richard_Durbin.htm,2010,2012,2016
325,Mark_Kirk,Mark,Kirk,R,IL,http://www.ontheissues.org/Senate/Mark_Kirk.htm,2010,2012,2016
326,Richard_Lugar,Richard,Lugar,R,IN,http://www.ontheissues.org/Senate/Richard_Lugar.htm,2010,2012,2016
327,Daniel_Coats,Daniel,Coats,R,IN,http://www.ontheissues.org/Senate/Daniel_Coats.htm,2010,2012,2016
328,Chuck_Grassley,Chuck,Grassley,R,IA,http://www.ontheissues.org/Senate/Chuck_Grassley.htm,2010,2012,2016
329,Tom_Harkin,Tom,Harkin,D,IA,http://www.ontheissues.org/Senate/Tom_Harkin.htm,2010,2012,2016
330,Pat_Roberts,Pat,Roberts,R,KS,http://www.ontheissues.org/Senate/Pat_Roberts.htm,2010,2012,2016
331,Jerry_Moran,Jerry,Moran,R,KS,http://www.ontheissues.org/Senate/Jerry_Moran.htm,2010,2012,2016
332,Mitch_McConnell,Mitch,McConnell,R,KY,http://www.ontheissues.org/Senate/Mitch_McConnell.htm,2010,2012,2016
333,Rand_Paul,Rand,Paul,R,KY,http://www.ontheissues.org/Senate/Rand_Paul.htm,2010,2012,2016
334,Mary_Landrieu,Mary,Landrieu,D,LA,http://www.ontheissues.org/Senate/Mary_Landrieu.htm,2010,2012,2016
335,David_Vitter,David,Vitter,R,LA,http://www.ontheissues.org/Senate/David_Vitter.htm,2010,2012,2016
336,Olympia_Snowe,Olympia,Snowe,R,ME,http://www.ontheissues.org/Senate/Olympia_Snowe.htm,2010,2012,2016
337,Susan_Collins,Susan,Collins,R,ME,http://www.ontheissues.org/Senate/Susan_Collins.htm,2010,2012,2016
338,Barbara_Mikulski,Barbara,Mikulski,D,MD,http://www.ontheissues.org/Senate/Barbara_Mikulski.htm,2010,2012,2016
339,Ben_Cardin,Ben,Cardin,D,MD,http://www.ontheissues.org/Senate/Ben_Cardin.htm,2010,2012,2016
340,John_Kerry,John,Kerry,D,MA,http://www.ontheissues.org/Senate/John_Kerry.htm,2010,2012,2016
341,Scott_Brown,Scott,Brown,R,MA,http://www.ontheissues.org/Senate/Scott_Brown.htm,2010,2012,2016
342,Carl_Levin,Carl,Levin,D,MI,http://www.ontheissues.org/Senate/Carl_Levin.htm,2010,2012,2016
343,Debbie_Stabenow,Debbie,Stabenow,D,MI,http://www.ontheissues.org/Senate/Debbie_Stabenow.htm,2010,2012,2016
344,Amy_Klobuchar,Amy,Klobuchar,D,MN,http://www.ontheissues.org/Senate/Amy_Klobuchar.htm,2010,2012,2016
345,Al_Franken,Al,Franken,R,MN,http://www.ontheissues.org/Senate/Al_Franken.htm,2010,2012,2016
346,Thad_Cochran,Thad,Cochran,R,MS,http://www.ontheissues.org/Senate/Thad_Cochran.htm,2010,2012,2016
347,Roger_Wicker,Roger,Wicker,R,MS,http://www.ontheissues.org/Senate/Roger_Wicker.htm,2010,2012,2016
348,Claire_McCaskill,Claire,McCaskill,D,MO,http://www.ontheissues.org/Senate/Claire_McCaskill.htm,2010,2012,2016
